Shopped around for stainless steel trash can and the price and look and performance is awesome.	positive	awesome	performance
I like that I can lock it on top.	positive	lock	it
The trash can met my expectations.	positive	met my expectations	trash can
Holds a good amount of trash & the locking feature is wonderful ecspecially with a one year old!	positive	wonderful	locking feature
The only complaint is the simplehuman trash bags that came with it did work better as far as not sliding when the trash got full & pushed down.	negative	only complaint	simplehuman trash bags
Normal trash bags from my local store do work fine but sometimes tend to slide down as the trash can fills & gets pushed down to make more room.	negative	slide down	trash can
Overall a great purchase though!	positive	great	purchase
Just the right size	positive	right	size
One load a day takes care of both babies needs, and I don't have a ton of diapers hanging out.For the way that we use this pail it works out very well.	positive	works out very well	it
I do not even need to use the scent basket at all.	positive	do not even need to use	scent basket
Excellent Small Trash Can for the Bathroom	positive	Small	Trash Can
I chose this can only because it was the smallest white can with stainless, but it exceded my expectations.It was my plan to put this between the toilet and sink vanity(a tight fit), however, I didn't take into account for the can lid and toilet tank, so now whenever I push step to open it, the lid will clink the toilet tank.	positive	exceded my expectations	it
I was debating about returning it and ordering a can without a lid, but we decided that we really this can.I honestly was suprised at how perfect this can looked, and is constructed... Now it just needs a few knicks or scratches so it will match the rest of the house!UPDATE: I noticed a few reviewers are worried that the can may be break because of a plastic piece, even though I didn't see anybody actually SAY that it DID break...	negative	break	plastic piece
The can is covered by a TEN YEAR WARRANTY from Simplehuman.	positive	TEN YEAR WARRANTY	Simplehuman
Missing Part and Change of manual	negative	Change	manual
Actually, I never use this trash can because inner basket was missing when I openedOn the manual clearly showing the picture of inner trash baskets of big one and small one.I called the manufactre for this matter but the one answered phone wanted me to send fax of the manual.so, I just return items and requst for new one.Amazon.com send me new one right way but still missing inner bucket of big trash can and this time with new manual hadno picture of inner basket of big one.I don't like this kind of business practic.	negative	don't like	inner basket
I return them and get refunded.	negative	return	them
Will never go back to a regular trash can again...	positive	never go back	regular trash can
The first machine I had for over 2 years (which is longer than I used to keep a regular waste can).	positive	longer	regular waste can
It performed seamlessly until one of the plastic components in the opening mechanism broke.	negative	broke	plastic components
I still can't blame it on the machine however, it may have been one of my kids.	positive	can't blame	machine
Anyway, the location where I keep the trash can in my kitchen is an awkward area where a step-type can isn't easy to use.	negative	isn't easy to use	step-type can
I had wanted a stainless steel can for years, but they were so expensive I held off buying one, and I'm glad I did, because when I came across the iTouchless I was amazed.	positive	amazed	iTouchless
You just wave your hand about 5 inches from the lid and it magically opens for you to deposit the waste.	positive	just wave your hand	lid
Battery life is great; I change them maybe once a year.	positive	great	Battery life
The trash bag is kept hidden by the inner ring; and I've had no problems with mine as others have reported.	positive	hidden	trash bag
Overall it's a superb trash can at a reasonable price.	positive	superb	trash can
Nothing wrong with can!	positive	Nothing wrong	this
Love:-This can be set against the wall because of can's half-circle shape-When you open it (using foot), it slowly closes and therefore doesn't slam or make any noises when fully closing-All of the pieces are sturdy/durable.	positive	sturdy/durable	pieces
Love:-This can be set against the wall because of it's half-circle shape-When you open it (using foot), can slowly closes and therefore doesn't slam or make any noises when fully closing-All of the pieces are sturdy/durable.	positive	sturdy/durable	pieces
Forget all of those expensive diaper pails	positive	Forget	diaper pails
This has to be one of the best purchases we made for the new baby.	positive	best	purchases
You can stick odor controllers in the top, the top seals on real tight, and most of all - you don't need to be special trash bags, you can just use grocery bags to line them.	positive	stick	odor controllers
The plastic seems a little thin, but when you put it together it is sturdy enough.	positive	sturdy	it
It fit well when assembled.	positive	fit well	It
I like the fact that the lid has a latch.	positive	like	latch
Also, the inside has stayed dry when the unit has gotten wet.	positive	dry	unit
Overall great purchase for the price.	positive	great	purchase
Perfect Trash Can (two months and counting)	positive	Perfect	Trash Can
We tried the ones with levers at the bottom for the lid, but the internal wire was never strong enough to last very long and in the process it would tear the trash bag when we were taking it out.	positive	never strong enough	ones with levers
The iTouchless (13 gallon) solved those problems for us, and after two months we think it's the perfect trash can.Before we purchased the iTouchless we read a few reviews.	positive	perfect	trash can
My wife was concerned that the can itself would be too weak, since one of the reviews said it dents easily.	negative	too weak	can
I don't know what that reviewer was doing with his/her can, but trash can is definitely strong enough (i.e., as strong as any other metal trash can in the price range) and unless you are throwing rocks at it, I can't see how it would get dented.	positive	as strong as	other metal trash can
Another review mentioned issues with the lid.	negative	issues	lid
We have had absolutely no problems with iTouchless; the two buttons make it easy to keep open when you need, and if you're not using it you can turn it off in the back, which is also very accessible.As for the reviews that mention the plastic cracking, I have not seen any cracks on the plastic rim.	positive	have not seen any cracks	plastic rim
It is pretty solid plastic, so unless you are trying to bend it when pulling the trash bags out, I can't see how it would crack and break.	positive	pretty solid	plastic
So to find a trash can at this price which works this well is really a good deal.	positive	well	works
Very nice product, highly recommend product to others.	positive	highly recommend	it
5 stars all the way.Totally worth the 10 bucks!	positive	Totally worth	10 bucks
Love product.	positive	Love	it
I cannot live without this garbage can!	positive	cannot live without	garbage can
I have had this trash can for 3 years, and it's still going strong.	positive	going strong	trash can
The pedal has not failed.	positive	has not failed	pedal
I have a small galley kitchen, and the trash can fits perfectly without taking up the whole kitchen yet trash can's large enough for my roommate and me to use daily for all of our trash (not just kitchen trash), except bathroom trash and recyclables.	positive	large enough	it
I use 13 gallon trash bags (regular drawstring kind, not Simplehuman trash bags) and I think they fit really well.	positive	fit really well	13 gallon trash bags
I like how the round trash can molds my trash into a round shape so it'll fit down my apartment building's trash chute much more easily.	positive	round shape	trash
I'm not a fan of spending too much for a trash can, but this was the only one at the store that fit but was still large enough to hold sufficient amount of trash, had hands-free operation, and was stainless steel.	positive	sufficient amount	trash
I'm taking a star off because nothing's perfect and it's expensive for a trash can.	negative	expensive	trash can
Best trash can ever	positive	Best	trash can
Some reviews say it's too sensetive but I haven't seen this, it's probably more to do with the location and traffic.	negative	too sensetive	reviews
I wish they made one that could detect and open in one hundredth of a second so it would open when I toss something from across the room, but for walking over and dropping it in trash can's great.	positive	great	it
